table_name,table,labels,domain,domains,page_title,section_title,headers
668574-1,"[[[[0, 0], [353841, '1992']], [[1, 0], [337869, '1993']], [[2, 0], [260227, '1994']], [[3, 0], [188012, '1995']], [[4, 0], [260240, '1996']], [[5, 0], [260254, '1997']], [[6, 0], [188027, '1998']], [[7, 0], [198689, '1999']], [[8, 0], [303592, '2000']], [[9, 0], [196322, '2001']], [[10, 0], [150148, '2002']], [[11, 0], [185387, '2003']], [[12, 0], [32162563, '2012']], [[13, 0], [34496538, '2013']]], [[[0, 1], [20756, 'Mickey Hart Category:Articles with hCards']], [[1, 1], [937063, 'Sérgio Mendes Category:Articles with hCards']], [[2, 1], [205506, 'Ry Cooder Category:Articles with hCards and Vishwa Mohan Bhatt']], [[3, 1], [205506, 'Ry Cooder Category:Articles with hCards and Ali Farka Touré']], [[4, 1], [1038760, 'Deep Forest']], [[5, 1], [502203, 'The Chieftains']], [[6, 1], [378480, 'Milton Nascimento Category:Articles with hCards']], [[7, 1], [177293, 'Gilberto Gil Category:Articles with hCards']], [[8, 1], [177278, 'Caetano Veloso Category:Articles with hCards']], [[9, 1], [505947, 'João Gilberto Category:Articles with hCards']], [[10, 1], [100156, 'Ravi Shankar Category:Articles with hCards']], [[11, 1], [328875, 'Rubén Blades Category:Articles with hCards']], [[12, 1], [462734, 'Tinariwen']], [[13, 1], [100156, 'Ravi Shankar']]], [[[0, 2], [3434750, 'United States']], [[1, 2], [3383, 'Brazil']], [[2, 2], [3434750, 'United States India']], [[3, 2], [3434750, 'United States Mali']], [[4, 2], [5843419, 'France']], [[5, 2], [14560, 'Ireland']], [[6, 2], [3383, 'Brazil']], [[7, 2], [3383, 'Brazil']], [[8, 2], [3383, 'Brazil']], [[9, 2], [3383, 'Brazil']], [[10, 2], [14533, 'India']], [[11, 2], [22997, 'Panama']], [[12, 2], [19127, 'Mali']], [[13, 2], [14533, 'India']]], [[[0, 3], [14197857, 'Planet Drum']], [[1, 3], [9921731, 'Brasileiro']], [[2, 3], [30930869, 'A Meeting by the River']], [[3, 3], [2991757, 'Talking Timbuktu']], [[4, 3], [3696399, 'Boheme']], [[5, 3], [30765975, 'Santiago']], [[6, 3], [30765853, 'Nascimento']], [[7, 3], [52086546, 'Quanta Live']], [[8, 3], [30794795, 'Livro']], [[9, 3], [2313882, 'João Voz e Violão']], [[10, 3], [30765784, 'Full Circle: Carnegie Hall 2000']], [[11, 3], [30759601, 'Mundo']], [[12, 3], [33917902, 'Tassili']], [[13, 3], [38488434, 'The Living Room Sessions Part 1']]], [[[0, 4], [16110436, 'Dori Caymmi – Brazilian Serenata Gipsy Kings – Este Mundo Salif Keita – Amen Milton Nascimento – Txai']], [[1, 4], [174378, ""Gipsy Kings – Gipsy Kings Live Ofra Haza – Kirya Youssou N'Dour – Eyes Open Strunz & Farah – Americas""]], [[2, 4], [207745, 'Johnny Clegg and Savuka – Heat, Dust and Dreams Deep Forest – Deep Forest Henry Kaiser and David Lindley – A World Out of Time, Vol. 2 Le Mystère des Voix Bulgares – From Bulgaria with Love']], [[3, 4], [174378, ""Gipsy Kings – Love and Liberté Milton Nascimento – Angelus Youssou N'Dour – The Guide (Wommat) Zap Mama – Sabsylma""]], [[4, 4], [8611104, ""Cesária Évora – Cesária Baaba Maal – Firin' in Fouta Shankar with Zakir Hussain and Vikku Vinayakram – Raga Aberi The Splendid Master Gnawa Musicians of Morocco featuring Randy Weston – The Splendid Master Gnawa Musicians of Morocco""]], [[5, 4], [174871, 'Béla Fleck , V.M. Bhatt and Jiebing Chen – Tabula Rasa Gipsy Kings – Tierra Gitana Ali Akbar Khan – Legacy Nusrat Fateh Ali Khan and Michael Brook – Night Song Joe Zawinul – My People']], [[6, 4], [8611104, 'Cesária Évora – Cabo Verde Gipsy Kings – Compas Ali Akbar Khan – Passing on the Tradition Babatunde Olatunji – Love Drum Talk']], [[7, 4], [397042, 'King Sunny Adé – Odu Cesária Évora – Miss Perfumado Angélique Kidjo – Oremi Robbie Robertson – Contact from the Underworld of Redboy']], [[8, 4], [1166, 'Afro Celt Sound System – Volume 2: Release Cesária Évora – Café Atlantico Salif Keita – Papa Ali Farka Touré – Niafunke']], [[9, 4], [598363, ""Miriam Makeba – Homeland Youssou N'Dour – Joko (The Link) The Chieftains – Water from the Well Paul Winter and the Earth Band – Journey with the Sun""]], [[10, 4], [1166, 'Afro Celt Sound System – Volume 3: Further in Time Cesária Évora – São Vicente di Longe Gilberto Gil and Milton Nascimento – Gil and Milton John McLaughlin and various artists – Saturday Night in Bombay: Remember Shakti']], [[11, 4], [734004, 'Salif Keita – Moffou Angélique Kidjo – Black Ivory Soul Femi Kuti – Fight to Win Anoushka Shankar – Live at Carnegie Hall']], [[12, 4], [1263125, 'AfroCubism – AfroCubism Femi Kuti – Africa for Africa Ladysmith Black Mambazo – Songs from a Zulu Farm Tinariwen – Tassili']], [[13, 4], [2069833, 'Amadou & Mariam – Folila Daniel Ho – On a Gentle Island Breeze Hugh Masekela – Jabulani Anoushka Shankar – Traveller']]]]","[['award.award_ceremony', 'time.event'], ['music.artist'], ['location.country', 'location.location'], ['music.album'], ['music.artist']]",music,"{'award', 'location', 'time', 'music'}",grammy award for best world music album,recipients,"['year', 'performing artist(s)', 'nationality', 'work', 'nominees']"
66872-1,"[[[[0, 0], [7183287, 'The D4 EP']], [[1, 0], [5146122, '6twenty']], [[2, 0], [5146048, 'Out Of My Head']]], [[[0, 1], [376397, 'Released: September 1999 Label: Flying Nun Records Catalogue: FNCD439']], [[1, 1], [376397, 'Released: October 2001 Limited vinyl edition release: 2002 Label: Flying Nun Records Catalogue: FNCD449']], [[2, 1], [376397, 'Released: 14 March 2005 Limited vinyl edition release: 14 March 2005 Label: Flying Nun Records Catalogue: FNCD491, FNCD495']]]]","[['music.album'], ['music.record_label', 'business.business_operation', 'organization.organization']]",music,"{'business', 'organization', 'music'}",the d4,albums/eps,"['title title', 'details details']"
6687296-2,"[[[[0, 0], [14144926, 'My First Romance']], [[1, 0], [20912915, 'First Day High']], [[2, 0], [14148627, ""D' Lucky Ones""]], [[3, 0], [12836960, 'A Love Story']], [[4, 0], [18875447, 'For the First Time']], [[5, 0], [25250585, 'Ang Tanging Pamilya: A Marry Go Round']]]]",[['film.film']],film,{'film'},carla humphries,filmography,['title']
668789-1,"[[[[0, 0], [12207807, '"" Instant Replay ""']], [[3, 0], [7302158, '""Vertigo""/"" Relight My Fire ""']], [[7, 0], [25125549, '"" I Can Dream About You "" 1']], [[8, 0], [23201670, '"" We Are the Young ""']], [[11, 0], [40840187, '"" Waiting to See You ""']], [[13, 0], [40011982, '"" The Love in Your Eyes ""']]]]",[['music.composition']],music,{'music'},dan hartman,singles,['song']
66886-1,"[[[[0, 0], [2950761, 'The Datsuns']], [[1, 0], [30863603, 'Outta Sight, Outta Mind']], [[2, 0], [7284140, 'Smoke & Mirrors']], [[3, 0], [18943886, 'Head Stunts']]], [[[0, 1], [9779922, 'Released: 18 October 2002 Label: Hellsquad Records, In-Fidelity Recordings , V2 Records Catalogue: HS009']], [[1, 1], [974663, 'Released: 2 May 2004 Label: Hellsquad Records, V2 Records Catalogue: HS022']], [[2, 1], [140624, 'Released: 2 October 2006 Label: Hellsquad Records, EMI , V2 Records Catalogue: HS031']], [[3, 1], [1328549, 'Released: 12 October 2008 Label: Hellsquad Records, Cooking Vinyl Catalogue: HS035']]]]","[['music.album'], ['music.record_label', 'business.business_operation', 'organization.organization']]",music,"{'business', 'organization', 'music'}",the datsuns,albums,"['title title', 'details details']"
66886-2,"[[[[0, 0], [974663, 'Label: Hellsquad, V2 Records']], [[1, 0], [974663, 'Released: 25 March 2003 Label: Hellsquad, V2 Records Catalogue: HS014, HS015']], [[2, 0], [140624, 'Released: 25 June 2006 Label: Hellsquad Records, EMI , V2 Records Catalogue: HS028']]]]","[['music.record_label', 'business.business_operation', 'organization.organization']]",music,"{'business', 'organization', 'music'}",the datsuns,eps,['details details']
66886-3,"[[[[6, 0], [5426043, '"" Blacken My Thumb ""']], [[9, 0], [11780178, '"" System Overload ""']], [[10, 0], [16479751, '"" High School Hoodlums ""']]], [[[1, 1], [2950761, 'The Datsuns']], [[2, 1], [2950761, 'The Datsuns']], [[3, 1], [2950761, 'The Datsuns']], [[4, 1], [2950761, 'The Datsuns']], [[5, 1], [2950761, 'The Datsuns']], [[8, 1], [7284140, 'Smoke & Mirrors']], [[9, 1], [7284140, 'Smoke & Mirrors']], [[10, 1], [18943886, 'Head Stunts']], [[11, 1], [18943886, 'Head Stunts']], [[12, 1], [18943886, 'Head Stunts']]]]","[['music.composition'], ['music.album']]",music,{'music'},the datsuns,singles,"['title title', 'album album']"
668926-2,"[[[[0, 0], [39177668, 'Intro: RZA First verse: Masta Killa Second verse: Inspectah Deck Third verse: Streetlife Chorus : Suga Bang Bang']], [[2, 0], [2323437, ""Intro: 12 O'Clock , RZA First verse: 12 O'Clock Second verse: RZA Third verse: Raekwon Fourth verse/outro: Prodigal Sunn Chorus: Madame D""]], [[3, 0], [7263885, 'Intro: Flavor Flav /Raekwon First verse: Raekwon Second verse: Masta Killa Third verse: Ghostface Killah Fourth verse: U-God Chorus: Wu-Tang Clan/Flavor Flav Outro: Method Man/Flavor Flav']], [[9, 0], [1431180, 'Intro/second verse: Method Man First verse: Inspectah Deck Third verse: GZA Fourth verse: Raekwon Fifth verse: Ghostface Killah Chorus: Ron Isley']]], [[[1, 1], [2244093, 'Mathematics']], [[6, 1], [2184198, 'True Master']], [[9, 1], [28160689, 'Trackmasters']]]]","[['music.producer', 'music.group_member', 'music.artist', 'tv.tv_actor', 'people.person'], ['music.producer', 'music.artist']]",music,"{'tv', 'people', 'music'}",iron flag,track listing,"['performer(s)', 'producer(s)']"
6690249-1,"[[[[0, 0], [18309966, 'U.S. Billboard Best Sellers in Stores number-one single ( Tab Hunter version) March 2, 1957 (4 weeks)']], [[1, 0], [18309966, 'U.S. Billboard Most Played by Jockeys number-one single February 9, 1957 (one week) by Sonny James February 16, 1957 (6 weeks) by Tab Hunter']], [[2, 0], [18309966, 'U.S. Billboard Most Played in Jukeboxes number-one single ( Tab Hunter version) March 2, 1957 (one week)']], [[3, 0], [18309966, 'U.S. Billboard Most Played in Jukeboxes number-one single ( Tab Hunter version) March 16, 1957 (4 weeks)']], [[4, 0], [1821295, 'Cash Box magazine best selling record chart No. 1 record ( Tab Hunter version) February 2, 1957–February 9, 1957']], [[5, 0], [1821295, 'Cash Box magazine best selling record chart No. 1 record ( Tab Hunter version) March 9, 1957–March 30, 1957']], [[6, 0], [2867196, 'C&W Best Seller in Stores number one single by Sonny James February 2, 1957']], [[7, 0], [707109, 'UK number one single (Donny Osmond version) August 25, 1973 for four weeks']]], [[[0, 1], [1685820, 'Succeededby "" Party Doll "" by Buddy Knox']], [[3, 1], [2460659, 'Succeededby "" Butterfly "" by Charlie Gracie']], [[6, 1], [25245821, 'Succeededby "" Gone "" by Ferlin Husky']], [[7, 1], [7725226, 'Succeededby "" Angel Fingers (A Teen Ballad) "" by Wizzard']]]]","[['book.periodical'], ['music.composition']]",book,"{'book', 'music'}",young love (1956 song),references,"['u.s. billboard top 100 number-one single ( tab hunter version) february 16, 1957 (6 weeks)', 'succeededby "" butterfly "" by andy williams']"
669041-6,"[[[[0, 0], [10272, 'Electric guitars']], [[1, 0], [10272, 'Electric guitars']], [[2, 0], [10272, 'Electric guitars']], [[3, 0], [10272, 'Electric guitars']], [[4, 0], [10272, 'Electric guitars']], [[5, 0], [10272, 'Electric guitars']], [[6, 0], [10272, 'Electric guitars']], [[7, 0], [10272, 'Electric guitars']], [[8, 0], [10272, 'Electric guitars']], [[9, 0], [10272, 'Electric guitars']], [[10, 0], [10272, 'Electric guitars']], [[11, 0], [10272, 'Electric guitars']], [[12, 0], [10272, 'Electric guitars']], [[13, 0], [10272, 'Electric guitars']], [[14, 0], [10272, 'Electric guitars']], [[15, 0], [2237, 'Acoustic guitars']], [[16, 0], [3916, 'Bass guitars']], [[17, 0], [9931, 'Amplifiers']], [[18, 0], [10165, 'Effects units']], [[19, 0], [49842, 'Keyboard instruments']], [[20, 0], [49842, 'Keyboard instruments']]]]",[['music.performance_role']],music,{'music'},ringo sheena,musical instruments,['type']
6691616-2,"[[[[0, 0], [6312771, 'I Hope You Dance [A]']], [[1, 0], [6691059, 'Something Worth Leaving Behind']], [[2, 0], [6691207, ""There's More Where That Came From""]], [[3, 0], [19724634, 'Call Me Crazy']]]]",[['music.album']],music,{'music'},lee ann womack discography,2000s,['title title']
6691616-5,"[[[[0, 0], [31988816, '"" Never Again, Again ""']], [[1, 0], [27070166, '"" The Fool ""']], [[2, 0], [27479029, '"" You\'ve Got to Talk to Me ""']], [[4, 0], [23725838, '"" A Little Past Little Rock ""']], [[5, 0], [18315354, '"" I\'ll Think of a Reason Later ""']], [[6, 0], [28082999, '"" (Now You See Me) Now You Don\'t ""']]]]",[['music.composition']],music,{'music'},lee ann womack discography,1990s,['single single']
6691616-6,"[[[[0, 0], [6669463, '"" I Hope You Dance "" [B]']], [[1, 0], [27479062, '"" Ashes by Now ""']], [[2, 0], [31989601, '"" Why They Call It Falling ""']], [[3, 0], [31989677, '"" Does My Ring Burn Your Finger ""']], [[4, 0], [31989796, '"" Something Worth Leaving Behind ""']], [[6, 0], [32003896, '"" The Wrong Girl ""']], [[7, 0], [21028759, '"" I May Hate Myself in the Morning ""']], [[8, 0], [26831693, '"" He Oughta Know That by Now ""']], [[11, 0], [20123576, '"" Last Call ""']], [[13, 0], [25039123, '"" There Is a God ""']]]]",[['music.composition']],music,{'music'},lee ann womack discography,2000s,['single single']
6693390-1,"[[[[0, 0], [16046, 'James Cagney']], [[1, 0], [4232588, 'Dennis Morgan']], [[2, 0], [1718534, 'Brenda Marshall']], [[3, 0], [590330, 'Alan Hale']], [[4, 0], [1650402, 'George Tobias']], [[5, 0], [540136, 'Reginald Gardiner']], [[6, 0], [244899, 'Air Marshal W.A. Bishop']], [[7, 0], [3208299, 'Reginald Denny']], [[8, 0], [853567, 'Russell Arms']], [[9, 0], [14736196, 'Paul Cavanagh']], [[10, 0], [15806995, 'Clem Bevans']], [[11, 0], [5804423, 'J. M. Kerrigan']], [[12, 0], [9026817, 'J. Farrell MacDonald']], [[19, 0], [5835446, 'George Meeker']], [[21, 0], [5860111, 'Hardie Albright']], [[23, 0], [12713780, 'Charles Halton']], [[25, 0], [779698, 'Byron Barr']], [[26, 0], [18428079, 'Michael Ames ( Tod Andrews )']], [[27, 0], [15140074, 'Willie Fung']], [[28, 0], [37723933, 'Carl Harbord']], [[29, 0], [7275136, 'Miles Mander']]]]","[['film.actor', 'people.person']]",film,"{'film', 'people'}",captains of the clouds,cast,['actor']
6694305-1,"[[[[0, 0], [3612874, 'S Club']], [[1, 0], [3612874, 'S Club']], [[2, 0], [1899304, 'Walk of Life']], [[6, 0], [1688603, 'Full Moon']], [[7, 0], [3518125, 'Gotta Tell You']], [[8, 0], [2135254, 'All Rise']], [[9, 0], [2135254, 'All Rise']], [[10, 0], [3222011, 'Feels So Good']], [[11, 0], [4261204, 'One Love']], [[12, 0], [3222011, 'Feels So Good']], [[13, 0], [4261204, 'One Love']], [[14, 0], [4261204, 'One Love']], [[15, 0], [3321300, 'Eye Candy']], [[16, 0], [8796101, 'Me Against Myself']], [[17, 0], [8796101, 'Me Against Myself']], [[18, 0], [3439861, 'Best of Blue']], [[19, 0], [3951217, 'In My Own Words']], [[20, 0], [3951217, 'In My Own Words']], [[21, 0], [4070630, 'A Girl Like Me']], [[22, 0], [6044588, 'Paula DeAnda']], [[23, 0], [6818179, 'Coming Home']], [[24, 0], [4070630, 'A Girl Like Me']], [[25, 0], [5322828, ""B'Day""]], [[26, 0], [5322828, ""B'Day""]], [[27, 0], [9386311, 'Elliott Yamin']], [[28, 0], [9256048, 'Because Of You']], [[29, 0], [7153842, 'Mario Vazquez']], [[30, 0], [8025116, 'Good Girl Gone Bad']], [[31, 0], [8025116, 'Good Girl Gone Bad']], [[32, 0], [7457831, 'Trey Day']], [[33, 0], [13538146, 'Jordin Sparks']], [[34, 0], [8210746, 'Exclusive']], [[35, 0], [8025116, 'Good Girl Gone Bad']], [[36, 0], [16655028, 'Year of the Gentleman']], [[37, 0], [10953974, 'E=MC 2']], [[38, 0], [17064622, 'Spirit In The Dark']], [[39, 0], [17877250, 'Jennifer Hudson']], [[40, 0], [16655028, 'Year of the Gentleman']], [[41, 0], [16655028, 'Year of the Gentleman']], [[42, 0], [21145899, 'This Is the One']], [[43, 0], [22329783, 'Ready']], [[44, 0], [21131143, 'R.O.O.T.S.']], [[45, 0], [19706670, 'I Am...Sasha Fierce']], [[46, 0], [24713950, 'Rated R']], [[47, 0], [23823328, 'Stronger with Each Tear']], [[48, 0], [24713950, 'Rated R']], [[49, 0], [22526553, 'Outta Here']], [[50, 0], [24713950, 'Rated R']], [[51, 0], [27490801, 'Libra Scale']], [[53, 0], [27745700, 'Here I Am']], [[54, 0], [30637435, 'Rolling Papers']], [[55, 0], [30705391, 'Alexis Jordan']], [[56, 0], [32262361, 'Loud']], [[57, 0], [27177505, 'Teenage Dream']], [[58, 0], [32262361, 'Loud']], [[60, 0], [32262361, 'Loud']], [[61, 0], [30705391, 'Alexis Jordan']], [[62, 0], [30637435, 'Rolling Papers']], [[63, 0], [24705663, 'Love?']], [[64, 0], [28950097, 'No Boys Allowed']], [[65, 0], [30705391, 'Alexis Jordan']], [[66, 0], [28354039, 'Disc-Overy']], [[69, 0], [36324160, 'Ora']], [[70, 0], [34655850, 'Hello']], [[71, 0], [35811640, 'R.E.D.']], [[72, 0], [37026799, 'Unapologetic']], [[73, 0], [39342797, 'Stars Dance']]]]",[['music.album']],music,{'music'},stargate production discography,produced singles,['album album']
669701-3,"[[[[0, 0], [18309966, 'US Billboard 200']], [[1, 0], [1821295, 'US Cash Box Top 100 Pop Albums Year-End Chart']], [[2, 0], [19253716, 'Australia Australian Albums Chart ( Kent Music Report )']], [[3, 0], [4742612, 'Canada ( Top 50 Albums )']]]]",[['book.periodical']],book,{'book'},disraeli gears,album,['chart (1968)']
6698222-1,"[[[[0, 0], [63523, 'Sissy Spacek']], [[1, 0], [1800503, 'Susan Oliver']], [[2, 0], [4749058, 'Monte Markham']], [[3, 0], [12861020, 'Mark Miller']], [[4, 0], [1837650, 'David Doyle']], [[5, 0], [1023073, 'Fred Ward']]]]","[['film.actor', 'tv.tv_actor', 'people.person']]",film,"{'film', 'tv', 'people'}",ginger in the morning,cast,['actor']
6698373-1,"[[[[0, 0], [6418662, 'DWWX-TV']], [[1, 0], [6434924, 'DWGT-TV']], [[2, 0], [6427176, 'DWET-TV']], [[3, 0], [6418442, 'DZBB-TV']], [[4, 0], [6434208, 'DZKB-TV']], [[5, 0], [6434616, 'DZOE-TV']], [[6, 0], [6434323, 'DZTV-TV']]], [[[0, 1], [864267, 'ABS–CBN Corporation']], [[1, 1], [2943800, ""People's Television Network""]], [[2, 1], [36622017, 'ABC Development Corporation Currently broadcasting: TV5']], [[3, 1], [12085886, 'GMA Network, Inc.']], [[4, 1], [1560836, 'Radio Philippines Network and Solar Entertainment Currently broadcasting: ETC']], [[5, 1], [12085886, 'GMA Network, Inc. and ZOE Broadcasting Network Currently broadcasting: GMA News TV']], [[6, 1], [2943809, 'Intercontinental Broadcasting Corporation']]]]","[['broadcast.tv_station', 'broadcast.broadcast'], ['business.business_operation', 'organization.organization']]",broadcast,"{'business', 'broadcast', 'organization'}",list of television stations in the philippines,vhf stations,"['callsign', 'owner']"
6698438-1,"[[[[0, 0], [6698293, 'Victoria Thaine']], [[1, 0], [8365509, 'Susie Porter']], [[2, 0], [1753228, 'Philip Quast']], [[3, 0], [4390596, 'Wendy Hughes']], [[4, 0], [3889060, 'Khan Chittenden']], [[6, 0], [8276047, 'Robert Mammone']], [[7, 0], [9085054, 'Nicholas Bell']]]]","[['film.actor', 'tv.tv_actor', 'people.person']]",film,"{'film', 'tv', 'people'}",the caterpillar wish,cast,['actor']
67030-1,"[[[[0, 0], [61481, 'Captain Blood']], [[1, 0], [21209475, 'British Agent']], [[2, 0], [1482779, 'These Three']], [[3, 0], [14780560, 'Green Light']], [[4, 0], [24227001, 'The Perfect Specimen']], [[5, 0], [61484, 'Lives of a Bengal Lancer']], [[6, 0], [18584922, 'Trade Winds']], [[7, 0], [2549113, 'Virginia City']], [[8, 0], [5367617, 'They Died With Their Boots On']]]]",[['film.film']],film,{'film'},errol flynn,select radio performances,['title']
670749-3,"[[[[0, 0], [49793, 'Richard Aldington']], [[1, 0], [132748, 'Laurence Binyon']], [[2, 0], [49791, 'Edmund Blunden']], [[3, 0], [62355, 'Rupert Brooke †']], [[4, 0], [105827, 'Wilfrid Gibson']], [[5, 0], [39345, 'Robert Graves']], [[6, 0], [105828, 'Julian Grenfell †']], [[7, 0], [256328, 'Ivor Gurney']], [[8, 0], [57332, 'David Jones']], [[9, 0], [1029843, 'Robert Nichols']], [[10, 0], [46525, 'Wilfred Owen †']], [[11, 0], [674495, 'Herbert Read']], [[12, 0], [132747, 'Isaac Rosenberg †']], [[13, 0], [46233, 'Siegfried Sassoon']], [[14, 0], [105829, 'Charles Sorley †']], [[15, 0], [46758, 'Edward Thomas †']]]]",[['book.author']],book,"{'people', 'book'}",poets' corner,world war i poets,['poet']
6709419-1,"[[[[0, 0], [1231877, 'Patch Adams']], [[1, 0], [517376, 'The Boondock Saints']], [[3, 0], [1362608, 'Material Girls']], [[4, 0], [22892795, 'Prison Break: The Final Break']], [[5, 0], [28174450, 'Bad Teacher']]]]",[['film.film']],film,{'film'},dot jones,film,['film']
37797867-1,"[[[[0, 0], [196357, 'Only Built 4 Cuban Linx… Released: August 1, 1995 Label: Loud / RCA / BMG Records']], [[1, 0], [2184173, 'Immobilarity Released: November 16, 1999 Label: Loud / Columbia / SME Records']], [[2, 0], [2189571, 'The Lex Diamond Story Released: December 16, 2003 Label: Universal Records']], [[3, 0], [5378410, 'Only Built 4 Cuban Linx… Pt. II Released: September 8, 2009 Label: Ice H20/ EMI Records']], [[4, 0], [28725895, 'Shaolin vs. Wu-Tang Released: March 8, 2011 Label: Ice H20/ EMI Records']], [[5, 0], [38782691, 'Fly International Luxurious Art Released: January 2014 Label: Ice H20/ EMI Records']]]]",[['music.album']],music,{'music'},raekwon discography,studio albums,['title title']
37797867-8,"[[[[0, 0], [211080, 'Method Man']], [[1, 0], [166781, ""Ol' Dirty Bastard , Method Man""]], [[2, 0], [4269580, 'Mobb Deep , Ghostface Killah']], [[3, 0], [146167, 'Mobb Deep, Nas']], [[4, 0], [39170988, 'GZA , U-God , Ghostface Killah']], [[5, 0], [4223827, 'Fat Joe']], [[6, 0], [211076, 'Ghostface Killah, Cappadonna']], [[10, 0], [211087, 'Ghostface Killah, Inspectah Deck , RZA , Masta Killa']], [[12, 0], [384511, 'Ghostface Killah, The Force M.D.s , Method Man']], [[17, 0], [167057, 'Ghostface Killah, The Delfonics , RZA']], [[19, 0], [2629657, 'Allure']], [[20, 0], [2323437, ""12 O'Clock""]], [[22, 0], [2427707, 'Sunz Of Man , 60 Second Assassin , Hell Razah , U-God']], [[23, 0], [25889205, 'Outkast']], [[24, 0], [21438795, 'Fat Joe, Nas, Big Pun , Jadakiss']], [[25, 0], [2188959, 'La the Darkman']], [[26, 0], [2188959, 'La the Darkman']], [[27, 0], [3105401, 'Cocoa Brovaz']], [[28, 0], [2427660, 'Method Man, Inspectah Deck, Killa Sin , Masta Killa, Streetlife']], [[29, 0], [318582, 'Mýa']], [[30, 0], [935728, 'Pete Rock , Ghostface Killah, Prodigy']], [[31, 0], [171031, 'Slick Rick']], [[33, 0], [261059, 'U-God, Leatha Face , Hell Razah']], [[34, 0], [647746, 'Sticky Fingaz']], [[37, 0], [151451, 'Busta Rhymes , Ghostface Killah, Roc Marciano']], [[43, 0], [2244093, 'Mathematics , Method Man, Cappadonna']], [[44, 0], [4298283, 'CHOPS']], [[49, 0], [988784, 'DJ Muggs , GZA, RZA, Sen Dog']], [[50, 0], [988784, 'DJ Muggs , GZA']], [[51, 0], [705374, 'Cassidy , Mashonda']], [[52, 0], [470197, 'AZ , Ghostface Killah']], [[53, 0], [1891940, 'Supernatural']], [[59, 0], [142510, 'Ghostface Killah, The Notorious B.I.G.']], [[64, 0], [1223717, 'Ill Bill , Q-Unique']], [[65, 0], [1223717, 'Ill Bill , Q-Unique']], [[68, 0], [1425707, 'Paraziții']], [[74, 0], [894013, 'Game']], [[75, 0], [368217, 'Big Boi , Andre 3000']], [[77, 0], [883800, 'EPMD']], [[78, 0], [624516, 'Method Man, Redman']], [[80, 0], [161493, 'Warren G , Nate Dogg']], [[82, 0], [21221640, 'Ceazar, Xzibit , Murs']], [[83, 0], [17842592, 'U-God, Slaine , Y-Not Da Best']], [[84, 0], [971243, 'The Black Keys']], [[85, 0], [27179061, 'Yelawolf']], [[86, 0], [1916779, 'Styles P , DJ Green Lantern']], [[88, 0], [436989, 'Freeway , Jake One']], [[89, 0], [21377045, 'Rick Ross']], [[90, 0], [1531554, 'Capone-N-Noreaga']], [[91, 0], [1531554, 'Capone-N-Noreaga']], [[93, 0], [23680998, 'Justin Bieber , Kanye West']], [[94, 0], [142540, 'Kanye West, Mos Def , Swizz Beatz , Charlie Wilson']], [[95, 0], [368204, 'Faith Evans']], [[96, 0], [988784, 'Ill Bill, DJ Muggs']], [[97, 0], [19583036, 'Kanye West, Kid Cudi']], [[98, 0], [651006, 'Lloyd Banks']], [[99, 0], [575616, 'Twista']], [[100, 0], [29054627, 'Gangrene']], [[101, 0], [999383, 'Paul Wall , Jay Electronica , Yelawolf']], [[102, 0], [32998520, 'Diggy Simmons']], [[103, 0], [32881756, 'Currensy']], [[107, 0], [1637713, 'Jim Jones , Mel Matrix, Sen City']], [[108, 0], [18696, 'Limp Bizkit']], [[109, 0], [3105401, 'Smif-N-Wessun , Pete Rock']], [[110, 0], [2400728, '9th Wonder , Big Remo']], [[111, 0], [5108614, 'Evidence , Ras Kass']], [[112, 0], [37728824, '2 Chainz , Dolla Boy']], [[113, 0], [34364931, 'Mac Miller , Posdnous']], [[114, 0], [6237101, 'Ryan Leslie']], [[116, 0], [5957969, ""Pusha T , Common , 2 Chainz, Cyhi the Prynce , Kid Cudi, D'banj , Kanye West""]], [[117, 0], [4598416, 'Ghostface Killah, Sheek Louch , Jadakiss']], [[120, 0], [3475219, 'Classified , Kuniva']], [[121, 0], [33662881, 'DJ Kay Slay , Styles P, Sheek Louch']], [[122, 0], [21593355, 'Big Sean , J. Cole']], [[123, 0], [705165, 'Killah Priest']], [[124, 0], [24633507, 'Mathematics, Eyes-Low, Method Man, Bad Luck, Termanology , Cappadonna']], [[126, 0], [35713769, 'HS87, Casey Veggies , Xzibit , Rick Ross, Method Man, Redman, Schoolboy Q']], [[127, 0], [1559973, 'Yelawolf, Killer Mike']], [[131, 0], [1436353, 'N.O.R.E. , Swizz Beatz , French Montana , Busta Rhymes']], [[132, 0], [1221499, 'Funkmaster Flex , Estelle']], [[133, 0], [2017892, 'Havoc , Styles P']], [[134, 0], [2172695, 'French Montana, Ne-Yo']], [[136, 0], [27562844, 'Statik Selektah , Joey Badass , Black Thought']], [[137, 0], [8894411, 'DJ Kay Slay, Joell Ortiz , Fred The Godson']], [[138, 0], [979215, 'Tony Touch , JD Era, Ghostface Killah, RZA']], [[139, 0], [32399127, 'Action Bronson , Prodigy']], [[141, 0], [27596291, 'Vado']], [[142, 0], [33743824, 'Rapsody , Mela Machinko']], [[144, 0], [7504102, 'Mack Wilds , Doug E. Fresh']]]]",[['music.artist']],music,{'music'},raekwon discography,guest appearances,['other artist(s)']
